"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"WNT4_FZD6_LRP6","WNT4_FZD6_LRP6","WNT","Wnt4","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd6+Lrp6)"
"WNT4_FZD7_LRP6","WNT4_FZD7_LRP6","WNT","Wnt4","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd7+Lrp6)"
"WNT4_FZD8_LRP6","WNT4_FZD8_LRP6","WNT","Wnt4","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd8+Lrp6)"
"WNT4_FZD9_LRP6","WNT4_FZD9_LRP6","WNT","Wnt4","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd9+Lrp6)"
"WNT6_FZD1_LRP6","WNT6_FZD1_LRP6","WNT","Wnt6","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd1+Lrp6)"
"WNT6_FZD10_LRP6","WNT6_FZD10_LRP6","WNT","Wnt6","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd10+Lrp6)"
"WNT6_FZD2_LRP6","WNT6_FZD2_LRP6","WNT","Wnt6","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd2+Lrp6)"
"WNT6_FZD3_LRP6","WNT6_FZD3_LRP6","WNT","Wnt6","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd3+Lrp6)"
"WNT6_FZD4_LRP6","WNT6_FZD4_LRP6","WNT","Wnt6","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd4+Lrp6)"
"WNT6_FZD5_LRP6","WNT6_FZD5_LRP6","WNT","Wnt6","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd5+Lrp6)"
"WNT6_FZD6_LRP6","WNT6_FZD6_LRP6","WNT","Wnt6","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd6+Lrp6)"
"WNT6_FZD7_LRP6","WNT6_FZD7_LRP6","WNT","Wnt6","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd7+Lrp6)"
"WNT6_FZD8_LRP6","WNT6_FZD8_LRP6","WNT","Wnt6","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd8+Lrp6)"
"WNT6_FZD9_LRP6","WNT6_FZD9_LRP6","WNT","Wnt6","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd9+Lrp6)"
"WNT7A_FZD1_LRP6","WNT7A_FZD1_LRP6","WNT","Wnt7a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd1+Lrp6)"
"WNT7A_FZD10_LRP6","WNT7A_FZD10_LRP6","WNT","Wnt7a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd10+Lrp6)"
"WNT7A_FZD2_LRP6","WNT7A_FZD2_LRP6","WNT","Wnt7a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd2+Lrp6)"
"WNT7A_FZD3_LRP6","WNT7A_FZD3_LRP6","WNT","Wnt7a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd3+Lrp6)"
"WNT7A_FZD4_LRP6","WNT7A_FZD4_LRP6","WNT","Wnt7a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd4+Lrp6)"
"WNT7A_FZD5_LRP6","WNT7A_FZD5_LRP6","WNT","Wnt7a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd5+Lrp6)"
"WNT7A_FZD6_LRP6","WNT7A_FZD6_LRP6","WNT","Wnt7a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd6+Lrp6)"
"WNT7A_FZD7_LRP6","WNT7A_FZD7_LRP6","WNT","Wnt7a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd7+Lrp6)"
"WNT7A_FZD8_LRP6","WNT7A_FZD8_LRP6","WNT","Wnt7a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd8+Lrp6)"
"WNT7A_FZD9_LRP6","WNT7A_FZD9_LRP6","WNT","Wnt7a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd9+Lrp6)"
"WNT7B_FZD1_LRP6","WNT7B_FZD1_LRP6","WNT","Wnt7b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd1+Lrp6)"
"WNT7B_FZD10_LRP6","WNT7B_FZD10_LRP6","WNT","Wnt7b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd10+Lrp6)"
"WNT7B_FZD2_LRP6","WNT7B_FZD2_LRP6","WNT","Wnt7b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd2+Lrp6)"
"WNT7B_FZD3_LRP6","WNT7B_FZD3_LRP6","WNT","Wnt7b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd3+Lrp6)"
"WNT7B_FZD4_LRP6","WNT7B_FZD4_LRP6","WNT","Wnt7b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd4+Lrp6)"
"WNT7B_FZD5_LRP6","WNT7B_FZD5_LRP6","WNT","Wnt7b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd5+Lrp6)"
"WNT7B_FZD6_LRP6","WNT7B_FZD6_LRP6","WNT","Wnt7b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd6+Lrp6)"
"WNT7B_FZD7_LRP6","WNT7B_FZD7_LRP6","WNT","Wnt7b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd7+Lrp6)"
"WNT7B_FZD8_LRP6","WNT7B_FZD8_LRP6","WNT","Wnt7b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd8+Lrp6)"
"WNT7B_FZD9_LRP6","WNT7B_FZD9_LRP6","WNT","Wnt7b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd9+Lrp6)"
"WNT8A_FZD1_LRP6","WNT8A_FZD1_LRP6","WNT","Wnt8a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd1+Lrp6)"
"WNT8A_FZD10_LRP6","WNT8A_FZD10_LRP6","WNT","Wnt8a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd10+Lrp6)"
"WNT8A_FZD2_LRP6","WNT8A_FZD2_LRP6","WNT","Wnt8a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd2+Lrp6)"
"WNT8A_FZD3_LRP6","WNT8A_FZD3_LRP6","WNT","Wnt8a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd3+Lrp6)"
"WNT8A_FZD4_LRP6","WNT8A_FZD4_LRP6","WNT","Wnt8a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd4+Lrp6)"
"WNT8A_FZD5_LRP6","WNT8A_FZD5_LRP6","WNT","Wnt8a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd5+Lrp6)"
"WNT8A_FZD6_LRP6","WNT8A_FZD6_LRP6","WNT","Wnt8a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd6+Lrp6)"
"WNT8A_FZD7_LRP6","WNT8A_FZD7_LRP6","WNT","Wnt8a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd7+Lrp6)"
"WNT8A_FZD8_LRP6","WNT8A_FZD8_LRP6","WNT","Wnt8a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd8+Lrp6)"
"WNT8A_FZD9_LRP6","WNT8A_FZD9_LRP6","WNT","Wnt8a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd9+Lrp6)"
"WNT8B_FZD1_LRP6","WNT8B_FZD1_LRP6","WNT","Wnt8b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd1+Lrp6)"
"WNT8B_FZD10_LRP6","WNT8B_FZD10_LRP6","WNT","Wnt8b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd10+Lrp6)"
"WNT8B_FZD2_LRP6","WNT8B_FZD2_LRP6","WNT","Wnt8b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd2+Lrp6)"
"WNT8B_FZD3_LRP6","WNT8B_FZD3_LRP6","WNT","Wnt8b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd3+Lrp6)"
"WNT8B_FZD4_LRP6","WNT8B_FZD4_LRP6","WNT","Wnt8b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd4+Lrp6)"
"WNT8B_FZD5_LRP6","WNT8B_FZD5_LRP6","WNT","Wnt8b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd5+Lrp6)"
"WNT8B_FZD6_LRP6","WNT8B_FZD6_LRP6","WNT","Wnt8b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd6+Lrp6)"
"WNT8B_FZD7_LRP6","WNT8B_FZD7_LRP6","WNT","Wnt8b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd7+Lrp6)"
"WNT8B_FZD8_LRP6","WNT8B_FZD8_LRP6","WNT","Wnt8b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd8+Lrp6)"
"WNT8B_FZD9_LRP6","WNT8B_FZD9_LRP6","WNT","Wnt8b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd9+Lrp6)"
"WNT9A_FZD1_LRP6","WNT9A_FZD1_LRP6","WNT","Wnt9a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd1+Lrp6)"
"WNT9A_FZD10_LRP6","WNT9A_FZD10_LRP6","WNT","Wnt9a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd10+Lrp6)"
"WNT9A_FZD2_LRP6","WNT9A_FZD2_LRP6","WNT","Wnt9a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd2+Lrp6)"
"WNT9A_FZD3_LRP6","WNT9A_FZD3_LRP6","WNT","Wnt9a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd3+Lrp6)"
"WNT9A_FZD4_LRP6","WNT9A_FZD4_LRP6","WNT","Wnt9a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd4+Lrp6)"
"WNT9A_FZD5_LRP6","WNT9A_FZD5_LRP6","WNT","Wnt9a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd5+Lrp6)"
"WNT9A_FZD6_LRP6","WNT9A_FZD6_LRP6","WNT","Wnt9a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd6+Lrp6)"
"WNT9A_FZD7_LRP6","WNT9A_FZD7_LRP6","WNT","Wnt9a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd7+Lrp6)"
"WNT9A_FZD8_LRP6","WNT9A_FZD8_LRP6","WNT","Wnt9a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd8+Lrp6)"
"WNT9A_FZD9_LRP6","WNT9A_FZD9_LRP6","WNT","Wnt9a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd9+Lrp6)"
"WNT9B_FZD1_LRP6","WNT9B_FZD1_LRP6","WNT","Wnt9b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd1+Lrp6)"
"WNT9B_FZD10_LRP6","WNT9B_FZD10_LRP6","WNT","Wnt9b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd10+Lrp6)"
"WNT9B_FZD2_LRP6","WNT9B_FZD2_LRP6","WNT","Wnt9b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd2+Lrp6)"
"WNT9B_FZD3_LRP6","WNT9B_FZD3_LRP6","WNT","Wnt9b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd3+Lrp6)"
"WNT9B_FZD4_LRP6","WNT9B_FZD4_LRP6","WNT","Wnt9b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd4+Lrp6)"
"WNT9B_FZD5_LRP6","WNT9B_FZD5_LRP6","WNT","Wnt9b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd5+Lrp6)"
"WNT9B_FZD6_LRP6","WNT9B_FZD6_LRP6","WNT","Wnt9b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd6+Lrp6)"
"WNT9B_FZD7_LRP6","WNT9B_FZD7_LRP6","WNT","Wnt9b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd7+Lrp6)"
"WNT9B_FZD8_LRP6","WNT9B_FZD8_LRP6","WNT","Wnt9b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd8+Lrp6)"
"WNT9B_FZD9_LRP6","WNT9B_FZD9_LRP6","WNT","Wnt9b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd9+Lrp6)"
"WNT5A_FZD1","WNT5A_FZD1","ncWNT","Wnt5a","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd1"
"WNT5A_FZD10","WNT5A_FZD10","ncWNT","Wnt5a","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd10"
"WNT5A_FZD2","WNT5A_FZD2","ncWNT","Wnt5a","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd2"
"WNT5A_FZD3","WNT5A_FZD3","ncWNT","Wnt5a","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd3"
"WNT5A_FZD4","WNT5A_FZD4","ncWNT","Wnt5a","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd4"
"WNT5A_FZD5","WNT5A_FZD5","ncWNT","Wnt5a","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd5"
"WNT5A_FZD6","WNT5A_FZD6","ncWNT","Wnt5a","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd6"
"WNT5A_FZD7","WNT5A_FZD7","ncWNT","Wnt5a","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd7"
"WNT5A_FZD8","WNT5A_FZD8","ncWNT","Wnt5a","Fzd8","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd8"
"WNT5A_FZD9","WNT5A_FZD9","ncWNT","Wnt5a","Fzd9","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd9"
"WNT5A_MCAM","WNT5A_MCAM","ncWNT","Wnt5a","Mcam","","","","","PMID: 24335906","Secreted Signaling","Wnt5a  - Mcam"
"WNT5B_FZD1","WNT5B_FZD1","ncWNT","Wnt5b","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd1"
"WNT5B_FZD10","WNT5B_FZD10","ncWNT","Wnt5b","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd10"
"WNT5B_FZD2","WNT5B_FZD2","ncWNT","Wnt5b","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd2"
"WNT5B_FZD3","WNT5B_FZD3","ncWNT","Wnt5b","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd3"
"WNT5B_FZD4","WNT5B_FZD4","ncWNT","Wnt5b","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd4"
"WNT5B_FZD5","WNT5B_FZD5","ncWNT","Wnt5b","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd5"
"WNT5B_FZD6","WNT5B_FZD6","ncWNT","Wnt5b","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd6"
"WNT5B_FZD7","WNT5B_FZD7","ncWNT","Wnt5b","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd7"
"WNT5B_FZD8","WNT5B_FZD8","ncWNT","Wnt5b","Fzd8","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd8"
"WNT5B_FZD9","WNT5B_FZD9","ncWNT","Wnt5b","Fzd9","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd9"
"WNT11_FZD1","WNT11_FZD1","ncWNT","Wnt11","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd1"
"WNT11_FZD10","WNT11_FZD10","ncWNT","Wnt11","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd10"
"WNT11_FZD2","WNT11_FZD2","ncWNT","Wnt11","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd2"
"WNT11_FZD3","WNT11_FZD3","ncWNT","Wnt11","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd3"
"WNT11_FZD4","WNT11_FZD4","ncWNT","Wnt11","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd4"
"WNT11_FZD5","WNT11_FZD5","ncWNT","Wnt11","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd5"
"WNT11_FZD6","WNT11_FZD6","ncWNT","Wnt11","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd6"
"WNT11_FZD7","WNT11_FZD7","ncWNT","Wnt11","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd7"
"WNT11_FZD8","WNT11_FZD8","ncWNT","Wnt11","Fzd8","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd8"
"WNT11_FZD9","WNT11_FZD9","ncWNT","Wnt11","Fzd9","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd9"
"EGF_EGFR","EGF_EGFR","EGF","Egf","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - Egfr"
"EGF_EGFR_ERBB2","EGF_EGFR_ERBB2","EGF","Egf","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - (Egfr+Erbb2)"
"TGFA_EGFR","TGFA_EGFR","EGF","Tgfa","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Tgfa  - Egfr"
"TGFA_EGFR_ERBB2","TGFA_EGFR_ERBB2","EGF","Tgfa","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Tgfa  - (Egfr+Erbb2)"
"AREG_EGFR","AREG_EGFR","EGF","Areg","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Areg  - Egfr"
"AREG_EGFR_ERBB2","AREG_EGFR_ERBB2","EGF","Areg","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Areg  - (Egfr+Erbb2)"
"BTC_EGFR","BTC_EGFR","EGF","Btc","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - Egfr"
"BTC_EGFR_ERBB2","BTC_EGFR_ERBB2","EGF","Btc","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - (Egfr+Erbb2)"
"BTC_ERBB4","BTC_ERBB4","EGF","Btc","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - Erbb4"
