"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"COL1A1_ITGA2_ITGB1","COL1A1_ITGA2_ITGB1","COLLAGEN","COL1A1","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL1A1 - (ITGA2+ITGB1)",FALSE,"COL1A1","Fibrillar collagen","Extracellular matrix, Secreted, Extracellular space","Secreted, Osteogenesis imperfecta, Disulfide bond, Extracellular matrix, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Pyrrolidone carboxylic acid, Collagen, Metal-binding, Phosphoprotein, Direct protein sequencing, Ehlers-Danlos syndrome, Calcium, 3D-structure, Hydroxylation, Dwarfism, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL1A2_ITGA2_ITGB1","COL1A2_ITGA2_ITGB1","COLLAGEN","COL1A2","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL1A2 - (ITGA2+ITGB1)",FALSE,"COL1A2","Fibrillar collagen","Extracellular matrix, Secreted, Extracellular space","Secreted, Osteogenesis imperfecta, Disulfide bond, Extracellular matrix, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Pyrrolidone carboxylic acid, Collagen, Metal-binding, Direct protein sequencing, Ehlers-Danlos syndrome, Calcium, 3D-structure, Hydroxylation, Dwarfism, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL2A1_ITGA2_ITGB1","COL2A1_ITGA2_ITGB1","COLLAGEN","COL2A1","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL2A1 - (ITGA2+ITGB1)",FALSE,"COL2A1","Fibrillar collagen","Extracellular matrix, Secreted, Extracellular space","Cataract, Stickler syndrome, Secreted, Disulfide bond, Extracellular matrix, Alternative splicing, Deafness, Glycoprotein, Disease variant, Signal, Reference proteome, Collagen, Metal-binding, Direct protein sequencing, Calcium, 3D-structure, Hydroxylation, Dwarfism, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL4A1_ITGA2_ITGB1","COL4A1_ITGA2_ITGB1","COLLAGEN","COL4A1","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL4A1 - (ITGA2+ITGB1)",FALSE,"COL4A1","Type IV collagen","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Signal, Reference proteome, Collagen, Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Direct protein sequencing, Angiogenesis, Glycoprotein, Alternative splicing, 3D-structure, Hydroxylation, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL4A2_ITGA2_ITGB1","COL4A2_ITGA2_ITGB1","COLLAGEN","COL4A2","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL4A2 - (ITGA2+ITGB1)",FALSE,"COL4A2","Type IV collagen","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Signal, Reference proteome, Collagen, Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Direct protein sequencing, Bromination, Angiogenesis, Glycoprotein, 3D-structure, Hydroxylation, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL4A3_ITGA2_ITGB1","COL4A3_ITGA2_ITGB1","COLLAGEN","COL4A3","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL4A3 - (ITGA2+ITGB1)",FALSE,"COL4A3","Type IV collagen","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Alternative splicing, Deafness, Alport syndrome, Glycoprotein, Disease variant, Signal, Reference proteome, Collagen, Phosphoprotein, Direct protein sequencing, 3D-structure, Hydroxylation, Cell adhesion, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL4A4_ITGA2_ITGB1","COL4A4_ITGA2_ITGB1","COLLAGEN","COL4A4","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL4A4 - (ITGA2+ITGB1)",FALSE,"COL4A4","Type IV collagen","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Signal, Reference proteome, Collagen, Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Glycoprotein, Deafness, 3D-structure, Hydroxylation, Alport syndrome, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL4A5_ITGA2_ITGB1","COL4A5_ITGA2_ITGB1","COLLAGEN","COL4A5","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL4A5 - (ITGA2+ITGB1)",FALSE,"COL4A5","Type IV collagen","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Alternative splicing, Deafness, Alport syndrome, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Collagen, 3D-structure, Hydroxylation, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL4A6_ITGA2_ITGB1","COL4A6_ITGA2_ITGB1","COLLAGEN","COL4A6","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL4A6 - (ITGA2+ITGB1)",FALSE,"COL4A6","Type IV collagen","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Alternative splicing, Deafness, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Collagen, Hydroxylation, Non-syndromic deafness, Cell adhesion, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL6A1_ITGA2_ITGB1","COL6A1_ITGA2_ITGB1","COLLAGEN","COL6A1","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL6A1 - (ITGA2+ITGB1)",FALSE,"COL6A1","Type VI collagen","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Direct protein sequencing, Repeat, Hydroxylation, Cell adhesion, Glycoprotein","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL6A2_ITGA2_ITGB1","COL6A2_ITGA2_ITGB1","COLLAGEN","COL6A2","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL6A2 - (ITGA2+ITGB1)",FALSE,"COL6A2","Type VI collagen","Extracellular matrix, Secreted, Extracellular space, Membrane","Membrane, Extracellular matrix, Secreted, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Collagen, Phosphoprotein, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Direct protein sequencing, Hydroxylation, Cell adhesion, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL6A3_ITGA2_ITGB1","COL6A3_ITGA2_ITGB1","COLLAGEN","COL6A3","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL6A3 - (ITGA2+ITGB1)",FALSE,"COL6A3","Type VI collagen","Extracellular matrix, Secreted, Extracellular space","Dystonia, Protease inhibitor, Secreted, Disulfide bond, Extracellular matrix, Alternative splicing, Serine protease inhibitor, Glycoprotein, Disease variant, Signal, Reference proteome, Collagen, Phosphoprotein, Congenital muscular dystrophy, Direct protein sequencing, Limb-girdle muscular dystrophy, 3D-structure, Hydroxylation, Cell adhesion, Repeat","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL6A5_ITGA2_ITGB1","COL6A5_ITGA2_ITGB1","COLLAGEN","COL6A5","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL6A5 - (ITGA2+ITGB1)",FALSE,"COL6A5","Type VI collagen","Extracellular matrix, Secreted, Extracellular space","Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Alternative splicing, Repeat, Hydroxylation, Cell adhesion, Glycoprotein","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"COL6A6_ITGA2_ITGB1","COL6A6_ITGA2_ITGB1","COLLAGEN","COL6A6","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","COL6A6 - (ITGA2+ITGB1)",FALSE,"COL6A6","Type VI collagen","Extracellular matrix, Secreted, Extracellular space","Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Alternative splicing, Repeat, Hydroxylation, Cell adhesion, Glycoprotein","secreted",FALSE,"ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
